team,player,pos,xg90,xsot90,goals,xg,minutes,is_placeholder_stats
Brentford,Callum Wilson,FW,0.415,1.06,11.0,10.65,2560.0,False
AFC Bournemouth,Ryan Christie,MF,0.21,0.6,6.0,5.2,2600.0,False
AFC Bournemouth,Tyler Adams,MF,0.21,0.6,6.0,5.2,2600.0,False
AFC Bournemouth,Antonio Silva,DF,0.09,0.25,3.0,2.8,2800.0,False
AFC Bournemouth,Đorđe Petrović,GK,0.305,0.835,8.0,7.8,2600.0,False
AFC Bournemouth,Fraser Forster,GK,0.305,0.835,8.0,7.8,2600.0,False
Brentford,Kaye Furo,FW,0.415,1.06,11.0,10.65,2560.0,False
Brentford,Jordan Henderson,MF,0.21,0.6,6.0,5.2,2600.0,False
Coventry City,Taiwo Awoniyi,FW,0.415,1.06,11.0,10.65,2560.0,False
Brentford,Vitaly Janelt,MF,0.21,0.6,6.0,5.2,2600.0,False
Brentford,Mathias Jensen,MF,0.21,0.6,6.0,5.2,2600.0,False
Brentford,Mikkel Damsgaard,MF,0.21,0.6,6.0,5.2,2600.0,False
Brentford,Keane Lewis-Potter,MF,0.21,0.6,6.0,5.2,2600.0,False
Brentford,Josh Dasilva,MF,0.21,0.6,6.0,5.2,2600.0,False
Brentford,Mamadou Sangare,MF,0.21,0.6,6.0,5.2,2600.0,False
Brentford,Fabio Carvalho,MF,0.21,0.6,6.0,5.2,2600.0,False
Brentford,Yegor Yarmolyuk,MF,0.21,0.6,6.0,5.2,2600.0,False
Brentford,Antoni Milambo,MF,0.21,0.6,6.0,5.2,2600.0,False
