team,player,pos,xg90,xsot90,goals,xg,minutes,is_placeholder_stats
Manchester United,Noussair Mazraoui,DF,0.09,0.25,3.0,2.8,2800.0,True
Manchester United,Luke Shaw,DF,0.09,0.25,3.0,2.8,2800.0,True
Manchester United,Diogo Dalot,DF,0.09,0.25,3.0,2.8,2800.0,True
Manchester United,Lisandro Martínez,DF,0.09,0.25,3.0,2.8,2800.0,True
Manchester United,Leny Yoro,DF,0.09,0.25,3.0,2.8,2800.0,True
Manchester United,Tyler Fredricson,DF,0.09,0.25,3.0,2.8,2800.0,True
Manchester United,Harry Amass,DF,0.09,0.25,3.0,2.8,2800.0,True
Manchester United,Patrick Dorgu,DF,0.09,0.25,3.0,2.8,2800.0,True
Manchester United,Ayden Heaven,DF,0.09,0.25,3.0,2.8,2800.0,True
Manchester United,Diego León,DF,0.09,0.25,3.0,2.8,2800.0,True
Manchester United,Youri Tielemans,MF,0.21,0.6,6.0,5.2,2600.0,True
Manchester United,Mason Mount,MF,0.21,0.6,6.0,5.2,2600.0,True
Manchester United,Manuel Ugarte,MF,0.21,0.6,6.0,5.2,2600.0,True
Manchester United,Andrey Santos,MF,0.21,0.6,6.0,5.2,2600.0,True
Manchester United,Kobbie Mainoo,MF,0.21,0.6,6.0,5.2,2600.0,True
Manchester United,Dermot Mee,GK,0.305,0.835,8.0,7.8,2600.0,True
Manchester United,Senne Lammens,GK,0.305,0.835,8.0,7.8,2600.0,True
Manchester City,Tijjani Reijnders,MF,0.21,0.6,6.0,5.2,2600.0,True
Manchester City,Elliot Anderson,MF,0.21,0.6,6.0,5.2,2600.0,True
Manchester City,Rayan Cherki,MF,0.21,0.6,6.0,5.2,2600.0,True
Manchester City,Nico Gonzalez,MF,0.21,0.6,6.0,5.2,2600.0,True
Manchester City,Claudio Echeverri,MF,0.21,0.6,6.0,5.2,2600.0,True
Manchester City,Jack Grealish,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Manchester City,Antoine Semenyo,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Manchester City,Omar Marmoush,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Manchester City,Jeremy Doku,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Manchester City,Sávio,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Manchester City,Jeremy Monga,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Manchester City,Ryan McAidoo,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Manchester United,Karl Darlow,GK,0.305,0.835,8.0,7.8,2600.0,True
Manchester United,Tom Heaton,GK,0.305,0.835,8.0,7.8,2600.0,True
Manchester United,Altay Bayındır,GK,0.305,0.835,8.0,7.8,2600.0,True
Manchester United,Radek Vitek,GK,0.305,0.835,8.0,7.8,2600.0,True
Coventry City,Sidiki Cherif,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
